GISJOIN10,pcover
G3701830050100,0.011001778849
G3701830050900,0.26856491427
G3800170000700,0.130888898266
G3900130012100,0.0958592105534
G3900230003400,0.198918437395
G3900350107101,0.0589989607961
G3900350107701,0.0957036465692
G3900350107802,0.563145998663
G3900350109301,0.715428689605
G3900350109701,0.495423125117
G3900350109801,0.581516184734
G3900350112200,1.21638659381
G3900350112301,0.269803918833
G3900350112500,0.956346139281
G3900350112600,1.96821714545
G3900350112800,0.540744433392
G3900350113101,0.480006741902
G3900350114300,0.518966699921
G3900350114600,0.393898686331
G3900350114700,0.42875690968
G3900350118301,0.372352741721
G3900350118602,1.99988518032
G3900350118700,1.66330784963
G3900350118800,0.293995044515
G3900350118900,1.42641364095
G3900350119100,1.50856485776
G3900490001121,0.0722361672191
G3900490002900,0.293321836001
G3900490003200,0.205893599922
G3900490004000,0.0126962123364
G3900610000200,0.865013563508
G3900610000700,0.0551114161453
G3900610002500,0.166505250078
G3900610003000,0.906713003905
G3900610003200,1.99650114531
G3900610003300,1.98041483574
G3900610006600,0.0159126696866
G3900610006800,0.270027959451
G3900610006900,0.695085401583
G3900610026300,0.211971506707
G3900610026400,0.289523697952
G3900610026500,0.587478441625
G3900610027000,0.53778162735
G3900950000800,0.447016959024
G3900950001202,0.153591803045
G3900950001500,0.279145236075
G3900950001600,0.850920392472
G3900950002100,0.996374509096
G3900950002200,0.995023333027
G3900950002300,0.5766995692
G3900950002500,0.225564663468
G3900950002600,0.826842960178
G3900950002700,0.30670296163
G3900950002800,0.179500182671
G3900950002900,0.121563936045
G3900950003300,0.33614193117
G3900950003400,0.08388136836
G3900950003700,0.121890305869
G3900950004600,0.0499110983733
G3900990804000,0.145723432775
G3900990813700,0.132776545115
G3900990813900,0.14865669748
G3900990814000,0.109066713988
G3901130004100,0.402998063671
G3901410955900,0.223993955065
G3901410956000,0.546942517539
G3901410956100,2
G3901410956200,2
G3901410956300,0.149841401525
G3901410956400,1.66630983058
G3901410956500,0.511689330123
G3901510700100,0.584658355363
G3901510701500,0.0569531783045
G3901510701700,0.0772619114887
G3901510701800,0.0303524635252
G3901510702300,0.0559907383993
G3901530501800,0.117819827377
G3901530501900,0.556556002697
G3901530506800,0.287986249161
G3901530508301,0.0947503283137
G4000270200100,0.94951919413600006
G4000270200200,0.907456932385
G4000270200300,0.227390510869
G4000270200400,0.0733206303973
G4000270200500,0.0214443002112
G4000270200602,0.0966333819422
G4000270200700,0.0406262056534
G4001090101300,0.768754736539
G4001090101400,0.435751798088
G4001090102600,0.0102658203715
G4001090102700,0.98228420449
G4001090102800,0.809996056409
G4001090102900,0.271064706078
G4001090103000,0.609544677387
G4001090103200,0.542498200828
G4001090103601,1
G4001090103602,0.932467965644
G4001090103700,0.985708037953
G4001090104000,0.920852205578
G4001090109100,0.69140187642
G4001190010102,0.121240136568
G4001190010200,0.0633548538844
G4001190010300,0.107603881733
G4001190010500,0.889838173417
G4001190010600,0.2493383463
G4001190010700,0.290325083339
G4001190010800,0.0357493997223
G4001430002500,0.146954993555
G4001430004600,0.739903500608
G4100030010600,0.0213953193018
G4100390003201,0.0423568166033
G4100390003202,0.0850970548857
G4100390003301,0.0912404127067
G4100390003302,0.113910681773
G4100390003900,0.0405988860185
G4100470000200,0.0479602574144
G4100510002100,0.0123524835291
G4100510002203,0.990847770152
G4100510002303,0.794666436957
G4100510002401,0.812380265986
G4100510002402,0.745514167719
G4100510003200,0.0611729301818
G4100510003301,0.862853532939
G4100510003302,1
G4100510003401,0.887304865783
G4100510003402,1
G4100510003501,0.291438740856
G4100510003502,0.370285793462
G4100510005700,0.223670616792
G4200030010300,0.241448715312
G4200030020100,0.125870251324
G4200030030500,0.141210287754
G4200030070500,0.167341715121
G4200030070800,0.0834533538272
G4200030080700,0.0130998425973
G4200030111300,0.0116113034585
G4200030111500,0.934836585999
G4200030120700,0.999547010774
G4200030120800,0.0870834865316
G4200030130100,0.992776063772
G4200030130200,1
G4200030130300,1
G4200030130400,0.996917939263
G4200030130600,0.0349342377699
G4200030140500,0.998913476141
G4200030210700,0.721790831148
G4200030560400,0.0126908170687
G4200030562700,0.427942143484
G4200030563200,0.0369185405473
G4200030980600,0.42267563814
G4200030980900,0.188296132762
G4200030981200,0.674212715607
G4200070602100,0.0143816713866
G4200110002300,0.288463144177
G4200110002500,0.414403179917
G4200350030600,0.23838764844
G4200450403701,0.0294919462655
G4200450404600,0.065441989934
G4200450404700,0.543264611756
G4200450404800,0.0172301075438
G4200450404900,0.0497252719591
G4200450405000,0.0895606907536
G4200450405100,0.224268248221
G4200450405200,0.878522321743
G4200450405300,0.0807616620828
G4200450410700,0.0128091905302
G4200490000100,0.452839785954
G4200490001000,0.243340960646
G4200490001200,0.100528077724
G4200690100200,0.182392334695
G4200690100300,0.119854245515
G4200690100500,0.0569690696424
G4200690102300,0.0517113109633
G4200690102500,0.278439241108
G4200690103000,0.0351964199505
G4200710000100,0.0991947084614
G4200710000700,0.012871179815
G4200710000800,0.0132433213572
G4200710000900,2.46312309595
G4200710001400,0.0377188401921
G4200710014700,1.18571762469
G4200770001200,0.220309532188
G4200790200100,0.328713186357
G4200790200200,0.0233319441542
G4200790200500,0.141818996025
G4200790201100,0.105292577761
G4200790213600,0.2011392353
G4200790214000,0.0745569786926
G4200790214100,0.0276457745904
G4200790214200,0.0116716134713
G4200910206202,0.115467661501
G4200910208801,0.111510632796
G4200910208802,0.0245067347383
G4200910208903,0.107112654688
G4200910208904,0.249038134418
G4200910208906,0.242889765813
G4200950014200,0.017186146189600002
G4200950014300,0.025575522786
G4200950014400,0.522675140093
G4200950014600,0.217671299695
G4200970080300,0.0217363965498
G4201010000100,1.08764256756
G4201010000200,0.540369904134
G4201010000600,0.134832783143
G4201010000902,0.292077817974
G4201010001001,1.18051687875
G4201010001002,0.651414207757
G4201010001102,0.323203543135
G4201010001300,0.042712815721
G4201010003200,0.339301489983
G4201010003300,0.413398641095
G4201010004101,0.102565600708
G4201010004102,0.200018211225
G4201010004201,0.508605362232
G4201010004202,0.996691610029
G4201010005400,0.508872832278
G4201010005500,0.905927337939
G4201010005600,1
G4201010006000,0.710798594806
G4201010006100,1
G4201010006700,0.363362110505
G4201010008801,0.998172217827
G4201010008802,0.29129289864
G4201010009000,0.357805677085
G4201010009100,0.499867307265
G4201010009300,0.456133956525
G4201010009400,1
G4201010009500,0.994868677168
G4201010009600,0.881472647553
G4201010010100,0.263023050959
G4201010010200,0.997481445061
G4201010010300,0.998064644107
G4201010010400,0.767202371826
G4201010010500,0.835151214612
G4201010010600,0.12296914467
G4201010011100,0.14530521341
G4201010013100,0.994173414656
G4201010013200,0.999220900376
G4201010013700,0.0522331331403
G4201010013900,0.0608096385149
G4201010014000,0.5268543823
G4201010014100,1.17266661927
G4201010014200,0.039949602808
G4201010014500,0.356116808487
G4201010014600,1.60361377308
G4201010014900,0.434000245046
G4201010015101,2
G4201010015102,0.869304720134
G4201010015200,0.0247843629863
G4201010016800,0.0582594004077
G4201010016901,0.347051675828
G4201010016902,1.9901138411
G4201010018001,0.0558297541216
G4201010018002,0.0511917775212
G4201010018400,0.0198283592834
G4201010020102,0.0726870092699
G4201010020400,0.882691596825
G4201010020500,0.216661909844
G4201010024100,0.475836007274
G4201010024200,0.171925842033
G4201010024600,0.860806115726
G4201010024700,0.0264558738358
G4201010036600,0.0147632878507
G4201010036700,0.537091829244
G4201010036900,0.278719719458
G4201010037200,0.175836330568
G4201010037600,0.945969192642
G4201010037700,0.276776327617
G4201010037800,0.0184106177698
G4201010038000,0.192590963132
G4201010038100,0.0174839819064
G4201010980400,0.250446957262
G4201010980900,0.241994185099
G4201290805200,0.999263818048
G4201290805400,0.49568142221
G4201290805500,0.858173457821
G4201290805800,0.0379125776388
G4400050040700,0.0547952651978
G4400050040800,0.071872943317
G4400050041000,0.385185478452
G4400050041100,0.248256294668
G4400070000400,0.114186011907
G4400070000600,0.115609166066
G4400070000700,0.145178654611
G4400070000800,0.957966457953
G4400070001200,0.433897150165
G4400070002900,0.128035592789
G4400070003100,0.684766211315
G4400070003500,0.107870933485
G4400070003601,0.0416777357828
G4400070003602,0.157661978956
G4400070003700,0.909770522394
G4400070017400,0.110363728843
G4400070017600,0.55790351347
G4400070017800,0.249783619986
G4400070017900,0.0537964368332
G4400070018000,0.480545723328
G4400070018100,0.343271612039
G4400070018300,0.335706839273
G4500790010502,0.160007261072
G4500830020800,0.414205416958
G4700370016100,0.170938561764
G4700370016200,1
G4700370016300,0.999140409226
G4700370016400,0.296449164937
G4700370016500,0.235708088137
G4700370016600,0.169616133361
G4700370016800,0.132657420356
G4700370017000,0.537857556995
G4700370019500,0.0709509586247
G4700630100300,0.126002475205
G4700650001600,0.0312276592612
G4700650003100,0.0734584681799
G4700930000100,0.0683038001743
G4700930006700,0.231734711549
G4700930006800,1.01580698355
G4701870050800,0.109360352374
G4800290110100,0.882282383005
G4800290110300,0.019340666018
G4800290110600,0.219624788845
G4800290190700,0.569370130109
G4800290190800,0.0379803140484
G4800290192100,0.0462452724088
G4801130015600,0.0998595573954
G4801130015700,0.327722140124
G4801130015800,0.0622982979948
G4801130016100,0.0881235782653
G4801130016301,0.190438629016
G4801130016302,0.397919023958
G4803030001200,0.152563449649
G4804390113002,0.0252785491781
G4804530000401,0.144916204866
G4804530000402,0.0964574831858
G4804530000700,0.536244256638
G4804530000802,0.377010130441
G4804530000804,0.679360213876
G4804530000901,0.110688292605
G4804530001100,0.061367927395
G5000070000300,0.087084242525800007
G5000070000400,0.695526341167
G5000070000500,0.0128131741184
G5000070000900,0.125933821595
G5000070001000,0.44830632604
G5105100200703,0.122940470361
G5105100201900,0.0573148672112
G5105400001000,0.0394954954563
G5105900000500,0.0121155675091
G5106500010800,0.220624068317
G5106500010900,0.998259891498
G5106500011000,0.0454321823854
G5106500011200,0.460874424371
G5106500011300,0.870074235999
G5106500011400,0.292965684757
G5107100003501,0.106365393298
G5107100003800,0.0419794494289
G5107100004002,0.277998218778
G5107100004100,0.545998072903
G5107100004200,0.437208099149
G5107100004700,0.012647579774
G5107100004800,0.315330520837
G5107100004900,0.522580981789
G5107600010300,0.47255324634
G5107600011100,0.0127222673481
G5107600020100,0.110010247067
G5107600020400,0.200991911817
G5107600020500,0.110032991032
G5107600030200,0.157514403284
G5107600040200,0.0378100701881
G5107600040300,0.0543356292969
G5107600041100,0.164153631124
G5107600041300,0.22865137467
G5107600041400,0.968256308663
G5107700000602,0.0879855688329
G5107700001100,0.0652974641199
G5300330005302,0.0500294235408
G5300330008002,0.115606352863
G5300330008100,0.082708073645
G5300330008700,0.0259259065127
G5300330008800,0.0121608884386
G5300330008900,0.0357777540419
G5300330009000,0.567559591401
G5300330009300,0.0320920231899
G5300530061601,0.253408226088
G5300530061700,0.0671738979313
G5300530062600,0.013716032777
G5400110000600,0.136144485804
G5400110010900,0.223497586706
G5400390000900,0.301926961445
G5400690002600,0.0114470348719
G5500250001200,0.0681331802818
G5500250001401,0.0640662920306
G5500710000400,0.041899511000299997
G5500790011300,0.340885265864
G5500790014400,0.363890494862
G5500790014600,0.41530222479
G5500790014700,0.26059295943
G5500790186000,0.258201614646
G5500790186200,0.513256687904
G5500790186400,0.264868191661
